"pathway","pval","padj","log2err","ES","NES","size","query_gene","rank_by_NES","self_enrichment_rank"
"SMAD4",0.953271028037383,1,0.135740943810425,0.15538422798848,0.806312829689856,198,"NRF1",93,1
"SMC3",0.715897435897436,1,0.0300618095810087,-0.200719135337914,-0.928775384867911,557,"NRF1",68,1
"SOX2",0.603340292275574,0.958204334365325,0.0390355298112393,-0.21244562192491,-0.95955584188012,377,"NRF1",58,1
"SP1",0.874485596707819,1,0.0192297089064582,-0.186037974885597,-0.854812684988358,503,"NRF1",88,1
"SP2",1,1,0.00480899561354898,-0.140661772184198,-0.654906594342593,685,"NRF1",101,1
"SPI1",0.121121121121121,0.475167475167475,0.123257226381337,-0.237177840886371,-1.11237005976557,943,"NRF1",31,1
"SPI1",0.226814516129032,0.661002304147465,0.0847985102819124,-0.23225463052388,-1.08385681596893,776,"NRF1",38,1
"SRF",0.248337028824834,0.684604782165758,0.0850427463764322,-0.255520957633,-1.10683946500101,217,"NRF1",32,1
"STAT3",0.286783042394015,0.750047957030501,0.0835990603684159,-0.279531875945537,-1.10529583061293,101,"NRF1",34,1
"STAT3",0.830227743271222,1,0.0227269260340067,-0.191265019348017,-0.877125002948188,477,"NRF1",81,1
"STAT5A",0.181818181818182,0.596533258173619,0.282013350011725,0.221725524979574,1.12087318841985,157,"NRF1",29,1
"SUZ12",0.371134020618557,0.841066393232504,0.237793834423688,0.192714397730665,1.02041446000368,228,"NRF1",46,1
"TAF1",0.00342232654129544,0.038786367468015,0.431707695803346,-0.246107941311181,-1.1650969335048,2615,"NRF1",23,1
"TAF7",0.153209109730849,0.558118899733807,0.109684061970549,-0.249365733892857,-1.13940882017147,441,"NRF1",27,1
"TCF3",0.00118973884663737,0.0202255603928353,0.45505986738723,-0.304134421520001,-1.39408429198108,470,"NRF1",8,1
"TCF3",0.727918781725888,1,0.0287155399266326,-0.198866341771831,-0.924074770679757,624,"NRF1",73,1
"TCF7L2",0.685416666666667,0.971590909090909,0.0329431471724691,-0.204960025459247,-0.928391632679502,386,"NRF1",69,1
"TP53",0.213270142180095,0.659198621283929,0.09754492162472,-0.277610480399036,-1.15052010113206,140,"NRF1",26,1
"TP63",0.805355303810505,1,0.0241447930798382,-0.192944361974315,-0.887539408656594,521,"NRF1",79,1
"TRIM28",0.623096446700508,0.958204334365325,0.0465084048719156,-0.237766525510411,-0.917655181088386,85,"NRF1",74,1
"TRIM28",0.585185185185185,0.958204334365325,0.0481183992657975,-0.235124165397592,-0.939769978710365,107,"NRF1",64,1
"UBTF",0.81563126252505,1,0.0218679438176212,-0.196633806496425,-0.925542778100461,1222,"NRF1",72,1
"USF1",0.536,0.958204334365325,0.0425023180036553,-0.211035996236357,-0.991573543583343,993,"NRF1",51,1
"USF2",0.483316481294237,0.958204334365325,0.0477342401407188,-0.21530211089204,-1.00413950252467,765,"NRF1",49,1
"VDR",0.760057471264368,1,0.0431036828790402,-0.238982087814198,-0.824338731908767,43,"NRF1",91,1
"YY1",0.256743256743257,0.689152952310847,0.0776798560117236,-0.2212156196894,-1.04693144527554,2111,"NRF1",43,1
"YY1",0.301191765980498,0.755821255431916,0.0736212741014394,-0.244103373386557,-1.07142780546121,262,"NRF1",39,1
"ZBTB33",0.945417095777549,1,0.0137183520206939,-0.177005648392895,-0.814033464051196,518,"NRF1",92,1
"ZBTB7A",0.0730730730730731,0.365891155068156,0.163180127180689,-0.236444107666477,-1.11421068388107,1414,"NRF1",30,1
"ZC3H11A",0.886363636363636,1,0.0928481214159878,0.17830182035158,0.801696428065156,77,"NRF1",94,1
"ZEB1",0.666214382632293,0.971590909090909,0.0465084048719156,-0.243223907867132,-0.876038816177836,55,"NRF1",82,1
"ZKSCAN1",0.6751269035533,0.971590909090909,0.042845050912155,-0.231521698003199,-0.893553393401095,85,"NRF1",78,1
"ZMIZ1",0.00168274955320592,0.0245200649181433,0.45505986738723,-0.28570797188081,-1.33148528914379,700,"NRF1",10,1
"ZNF384",0.18413021363174,0.596533258173619,0.0972150808846466,-0.237511795687355,-1.10135306015238,588,"NRF1",35,1
"AR",0.00445237669217582,0.0458594799294109,0.407017918923954,0.273104300833227,1.37206815967094,431,"PBX3",6,78
"ATF2",0.215291750503018,0.492778895595797,0.0875697115548511,0.196587929199805,1.05817685975912,2025,"PBX3",55,78
"ATF3",0.84180790960452,0.922406539247506,0.0376142599562161,0.192921340173258,0.806444058889602,85,"PBX3",99,78
"BCL3",0.0063937115253242,0.0598683897371266,0.407017918923954,-0.283015901976161,-1.44411100297616,160,"PBX3",3,78
"BCLAF1",0.23,0.493541666666667,0.0894366833718621,0.21178810306696,1.08883146002878,605,"PBX3",50,78
"BHLHE40",0.0225706947859011,0.129154531274878,0.352487857583619,0.275003631591538,1.33411357351425,268,"PBX3",10,78
"BRCA1",0.0461384152457372,0.190090270812437,0.208955027549354,0.209622632246889,1.13016751086398,2347,"PBX3",38,78
"CBX3",0.779503105590062,0.882294723909631,0.0789209638180035,-0.196956588524868,-0.833787316745234,53,"PBX3",95,78
"CEBPB",0.455661664392906,0.679063160195236,0.0645031249656493,0.230405635843207,1.0083203512411,113,"PBX3",65,78
"CEBPD",0.223224351747463,0.493541666666667,0.0919686140000427,0.213879965464287,1.09163121283027,541,"PBX3",49,78
"CHD1",0.18161180476731,0.450037993920973,0.104732821580651,0.21818217812843,1.10987376987074,526,"PBX3",42,78
"CREB1",0.0873983739837398,0.272788864252279,0.149207542435322,0.206780720755534,1.10748039035822,1625,"PBX3",44,78
"CREB1",0.481751824817518,0.679063160195236,0.0492917662312669,0.189075860362413,1.00318773744457,1124,"PBX3",68,78
"CTCF",0.972631578947368,0.992549887900183,0.0131702144400005,0.157144696722343,0.826094770737847,939,"PBX3",96,78
"E2F1",0.555796316359697,0.71397920448919,0.0445070537769277,0.189296373323399,0.98101428345892,673,"PBX3",77,78
"E2F4",0.000311703076966942,0.0160527084637975,0.49849310876659,0.277563710077666,1.42791473751356,613,"PBX3",5,78
"E2F6",0.000650248557813135,0.0223252004849176,0.477270815362862,0.230748467751968,1.24364307522013,2119,"PBX3",19,78
"EGR1",0.468387096774194,0.679063160195236,0.0605092988656667,0.216107051833263,1.003060199324,181,"PBX3",69,78
"EGR1",0.656028368794326,0.77590282524493,0.0409055783172035,0.186569310343953,0.927133319740167,368,"PBX3",87,78
"ELF1",0.0313131313131313,0.15190140103234,0.257206466468838,0.214268284416457,1.14938070545246,1798,"PBX3",34,78
"ERG",0.0713305898491084,0.256964656964657,0.195789002148949,0.294310022808839,1.28108960155803,108,"PBX3",13,78
"ESR1",0.998538011695906,0.998538011695906,0.0311335139616949,0.147051292230576,0.57662388329082,61,"PBX3",103,78
"ETS1",0.991847826086957,0.998538011695906,0.0277995594097672,0.153037100154807,0.678827751046081,130,"PBX3",102,78
"EZH2",0.529327610872675,0.708061609349163,0.0596037042575973,0.233911088841876,0.968877467933773,83,"PBX3",79,78
"EZH2",0.342391304347826,0.613233415971753,0.120433371642259,-0.282345359594543,-1.07410207305935,34,"PBX3",54,78
"FLI1",0.0956719817767654,0.283290668356911,0.151148761385484,0.230387205375332,1.16952876639823,516,"PBX3",30,78
"FOS",0.0252025794939537,0.136624509888275,0.352487857583619,0.252471377618121,1.27007692548541,437,"PBX3",14,78
"FOSL2",0.631067961165049,0.755813953488372,0.0928481214159878,-0.200205489426903,-0.940430148435988,82,"PBX3",86,78
"FOXA1",0.283378746594005,0.55071718677703,0.0891647117820678,0.250257637875705,1.10002086618038,119,"PBX3",46,78
"FOXA2",0.255541069100391,0.526414602346806,0.0925528864684773,0.242462993162904,1.1082826272296,154,"PBX3",43,78
"FOXM1",0.0044089487219901,0.0458594799294109,0.407017918923954,0.396012589685526,1.63783505131994,82,"PBX3",1,78
"FOXP2",0.451086956521739,0.679063160195236,0.0647943366000727,0.227445674192186,1.0032932492426,123,"PBX3",67,78
"GABPA",0.945918367346939,0.984137291280148,0.0128901829648689,0.162831556588733,0.871406178278448,1553,"PBX3",93,78
"GATA1",0.0801853554794758,0.258361204013378,0.287805130535564,-0.194467473772559,-1.12755543811097,453,"PBX3",40,78
"GATA2",0.575342465753425,0.71397920448919,0.0453152441270267,0.191126825231973,0.964114921957235,448,"PBX3",81,78
"HDAC2",0.571428571428571,0.71397920448919,0.0536769600638126,0.217376694745057,0.953609496186303,116,"PBX3",85,78
"HNF4A",0.189578713968958,0.454107152065178,0.100633389423036,0.21405313176003,1.1014215402842,622,"PBX3",45,78
"IRF1",0.470967741935484,0.679063160195236,0.0602484086158019,0.21600917600861,1.00260590899265,181,"PBX3",70,78
"IRF3",0.0324449594438007,0.15190140103234,0.271288554688953,0.247776087134531,1.24678471031355,453,"PBX3",18,78
"IRF8",0.509009009009009,0.699039039039039,0.0637845390312975,0.257642914202291,0.965633992583782,48,"PBX3",80,78
"KAT2A",0.567213114754098,0.71397920448919,0.0999276973731092,-0.21512681276397,-0.956589561273066,67,"PBX3",84,78
"KLF4",0.48,0.679063160195236,0.0523759084097997,0.194603850621949,0.998909809435384,596,"PBX3",71,78
"MAX",0.00420695988079853,0.0458594799294109,0.407017918923954,0.229633743265783,1.2301904005374,1649,"PBX3",23,78
"MYC",0.0748440748440748,0.256964656964657,0.16440575583821,0.213038642694343,1.1332603743568,1219,"PBX3",37,78
"MYC",0.0308571428571429,0.15190140103234,0.276500599254472,0.24538815573592,1.24123282250919,477,"PBX3",20,78
"MYOD1",0.88,0.944166666666667,0.0721797965581253,-0.182285149470641,-0.766793681835292,52,"PBX3",100,78
"NANOG",0.131288343558282,0.341436464088398,0.132147260608774,0.240233723675262,1.16945899789842,292,"PBX3",31,78
"NELFE",0.770322580645161,0.881591397849462,0.037536290520292,0.188781662258059,0.876229489815005,181,"PBX3",92,78
"NFE2L2",0.359537572254335,0.617206165703275,0.0679922591544058,0.205352767733734,1.03397928152147,452,"PBX3",60,78
"NFIC",0.752577319587629,0.870960268736245,0.0385579101998489,0.18921007968242,0.885291426184647,190,"PBX3",90,78
"NFYA",0.00172572281804521,0.0296249083764428,0.45505986738723,0.235239941058874,1.25823520887734,1538,"PBX3",17,78
"NFYB",0.0123673426070194,0.0976312472868451,0.380730400722792,0.217643692440549,1.17360152775931,2446,"PBX3",27,78
"NR2C2",0.279156327543424,0.55071718677703,0.0847985102819124,0.223365647781253,1.08360439037541,268,"PBX3",51,78
"NRF1",0.0184446319752293,0.118737318340539,0.352487857583619,0.223351194200147,1.19149665102325,1369,"PBX3",26,78
"PBX3",0.585287846481876,0.71767438318611,0.0414044273760278,0.186520351744319,0.974123897374977,810,"PBX3",78,78
"PML",0.369948186528497,0.620505812610671,0.0613026075396207,0.193930119090851,1.03065456657295,1162,"PBX3",62,78
"POU5F1",0.487870619946092,0.679063160195236,0.060640400949416,0.220876847819286,0.986670081588264,133,"PBX3",76,78
"PPARD",0.183510638297872,0.450037993920973,0.114266502484433,0.254558329224323,1.1566927661449,146,"PBX3",33,78
"PPARG",0.292161520190024,0.55727104776986,0.0799858801499946,0.218391581612941,1.08023790748557,350,"PBX3",52,78
"RAD21",0.0962638193445815,0.283290668356911,0.287805130535564,-0.195328227526478,-1.12993907640907,481,"PBX3",39,78
"RCOR1",0.521640091116173,0.706959597170603,0.0496901392724606,0.194601572525431,0.987867953361578,516,"PBX3",75,78
"RELA",0.476903870162297,0.679063160195236,0.0580983576873206,0.206919044091908,0.997919688263573,256,"PBX3",72,78
"REST",0.973277074542897,0.992549887900183,0.0304894126298511,0.162603892223973,0.681937569634509,86,"PBX3",101,78
"REST",0.48729792147806,0.679063160195236,0.053457214108991,0.196337790695286,0.988110156017852,440,"PBX3",74,78
"RFX5",0.00103614770907169,0.0266808035085961,0.45505986738723,0.290041550772543,1.44209399346436,373,"PBX3",4,78
"RUNX1",0.307036247334755,0.56472738349071,0.0718276293603809,0.20087038459548,1.04901411890022,808,"PBX3",57,78
"SALL4",0.00023043190126421,0.0160527084637975,0.518848077743792,0.344573199730579,1.61817994720754,196,"PBX3",2,78
"SIN3A",0.0220444803128897,0.129154531274878,0.352487857583619,0.234703436152426,1.23157237451877,880,"PBX3",22,78
"SIX5",0.359477124183007,0.617206165703275,0.0650877566917313,0.199265631935549,1.03167861827579,702,"PBX3",61,78
"SMAD4",0.272264631043257,0.549867784263833,0.0875697115548511,0.2322244826993,1.09176661340814,198,"PBX3",48,78
"SMC3",0.838235294117647,0.922406539247506,0.0270265157079683,0.173105318714691,0.884130316645376,557,"PBX3",91,78
"SOX2",0.373508353221957,0.620505812610671,0.0676760401641789,0.208755316191113,1.03599230692469,377,"PBX3",59,78
"SP1",0.0132702666215129,0.0976312472868451,0.380730400722792,0.254155219623301,1.29171807046618,503,"PBX3",12,78
"SP2",0.104864864864865,0.291921110299489,0.139599673451922,0.221447281286302,1.14932632699473,685,"PBX3",35,78
"SPI1",0.0015934945493811,0.0296249083764428,0.45505986738723,0.251765159558772,1.32548667599396,943,"PBX3",11,78
"SPI1",0.228877005347594,0.493541666666667,0.0875697115548511,0.206778163627109,1.07664686164357,776,"PBX3",53,78
"SRF",0.662907268170426,0.77590282524493,0.0431036828790402,0.193557240285954,0.922384638800649,217,"PBX3",89,78
"STAT3",0.543296089385475,0.71397920448919,0.0572461135202884,0.224323925732604,0.963338940105306,101,"PBX3",82,78
"STAT3",0.452571428571429,0.679063160195236,0.0564118388217596,0.198675482602315,1.00494878937529,477,"PBX3",66,78
"STAT5A",0.30379746835443,0.56472738349071,0.16440575583821,-0.206000198988776,-1.05121819950004,157,"PBX3",56,78
"SUZ12",0.909783989834816,0.966059288175114,0.0287861460642093,0.16971404187718,0.808655119200435,228,"PBX3",98,78
"TAF1",0.0173245685532332,0.118737318340539,0.352487857583619,0.21235481702859,1.1460490306645,2615,"PBX3",36,78
"TAF7",0.387802071346375,0.634025608709153,0.0640703750499722,0.202940976357914,1.02229402453053,441,"PBX3",63,78
"TCF3",0.1,0.286111111111111,0.148261500475107,0.229870098749361,1.16078514813127,470,"PBX3",32,78
"TCF3",0.606430155210643,0.734850658667014,0.0415717899246479,0.186401445215988,0.959601196975812,624,"PBX3",83,78
"TCF7L2",0.0491228070175439,0.194601889338731,0.219250346703755,0.248546620408722,1.23783692145841,386,"PBX3",21,78
"TP53",0.124165554072096,0.336554001826997,0.142901149386948,0.267005140761732,1.20684620313033,140,"PBX3",25,78
"TP63",0.214043035107588,0.492778895595797,0.0946646223153342,0.214676601396484,1.09183544546961,521,"PBX3",47,78
"TRIM28",0.057909604519774,0.220914417242101,0.222056046145248,0.326667906521638,1.36552748497232,85,"PBX3",7,78
"TRIM28",0.132596685082873,0.341436464088398,0.140406238523342,0.281154136990394,1.21996432788564,107,"PBX3",24,78
"UBTF",0.0364963503649635,0.163440177721358,0.241339976815091,0.219934990259286,1.16971551033025,1222,"PBX3",29,78
"USF1",0.00383853363760234,0.0458594799294109,0.431707695803346,0.239991197641722,1.26713524742746,993,"PBX3",16,78
"USF2",0.0103648902833705,0.0889653082655968,0.380730400722792,0.243984196694707,1.26878280909642,765,"PBX3",15,78
"VDR",0.419753086419753,0.67554012345679,0.0747385227439092,0.279944026631698,1.01799385883662,43,"PBX3",64,78
"YY1",0.833836858006042,0.922406539247506,0.0208547494438027,0.171548017432367,0.92430456292184,2111,"PBX3",88,78
"YY1",0.853383458646617,0.925247328848437,0.0312771255290148,0.17665340206531,0.854077262630714,262,"PBX3",94,78
"ZBTB33",0.944381384790011,0.984137291280148,0.020562605901185,0.161684830279234,0.821548845699982,518,"PBX3",97,78
"ZBTB7A",0.548353909465021,0.71397920448919,0.0427591434738678,0.185620273716664,0.990950391613188,1414,"PBX3",73,78
"ZC3H11A",0.0440762150470138,0.189160422910101,0.321775918075361,-0.294360788221178,-1.35163116014741,77,"PBX3",8,78
"ZEB1",0.0736377025036819,0.256964656964657,0.199915231309662,0.346264421378462,1.33984517459696,55,"PBX3",9,78
"ZKSCAN1",0.242937853107345,0.510665283062377,0.10027910675413,0.269160066977491,1.12513492135907,85,"PBX3",41,78
"ZMIZ1",0.345315904139434,0.613233415971753,0.0670512579829467,0.200165790179135,1.03626907993999,700,"PBX3",58,78
"ZNF384",0.0802675585284281,0.258361204013378,0.16440575583821,0.228152264544513,1.17031864894961,588,"PBX3",28,78
"AR",0.385504201680672,0.648183935384768,0.059989249649033,0.216394206245964,1.0388719368886,431,"PML",56,58
"ATF2",0.410589410589411,0.650626296780143,0.0546808488785442,0.201264274148351,1.01687598707829,2025,"PML",66,58
"ATF3",0.519254658385093,0.711283925655183,0.0538979025357319,0.24379457922965,0.976690101877097,85,"PML",77,58
"BCL3",0.947065592635213,0.975477560414269,0.0212181723861707,0.168613689301978,0.742403706563897,160,"PML",101,58
"BCLAF1",0.387129724208376,0.648183935384768,0.0584693210386381,0.211008956996713,1.03184971896189,605,"PML",59,58
"BHLHE40",0.371145374449339,0.648183935384768,0.0640703750499722,0.225670640815342,1.04342753420705,268,"PML",53,58
"BRCA1",0.256743256743257,0.557916666666667,0.0776798560117236,0.205719070248187,1.04111994029966,2347,"PML",55,58
"CBX3",0.705660377358491,0.801395684607363,0.0952879846194844,-0.208949192983184,-0.910896202724598,53,"PML",91,58
"CEBPB",0.117021276595745,0.430471124620061,0.138022242496643,0.293607935296625,1.23738989268305,113,"PML",18,58
"CEBPD",0.165109034267913,0.463963963963964,0.105125131597001,0.231508407847536,1.12411041378175,541,"PML",39,58
"CHD1",0.0291666666666667,0.187760416666667,0.271288554688953,0.257658728039942,1.24868324157853,526,"PML",14,58
"CREB1",0.257,0.557916666666667,0.0776798560117236,0.20856246717703,1.04989306780043,1625,"PML",52,58
"CREB1",0.0631895687061184,0.309929789368104,0.176694268938498,0.228245777762602,1.14034000932227,1124,"PML",32,58
"CTCF",0.166666666666667,0.463963963963964,0.102821842840815,0.220796063428822,1.09488236609093,939,"PML",45,58
"E2F1",0.96751269035533,0.97639751552795,0.0102389179310485,0.162125368004442,0.796401866008272,673,"PML",98,58
"E2F4",0.0274611594748042,0.187760416666667,0.352487857583619,0.254647987221765,1.24595402782075,613,"PML",15,58
"E2F6",0.752247752247752,0.834994088836345,0.0261841515946199,0.188526497385803,0.952746595034553,2119,"PML",83,58
"EGR1",0.367231638418079,0.648183935384768,0.0658311958368866,0.236865199188705,1.05580415501363,181,"PML",49,58
"EGR1",0.187566988210075,0.465641952983725,0.0992333343771191,0.238077880664591,1.12863334278225,368,"PML",37,58
"ELF1",0.403,0.648578125,0.0555947097758869,0.202071324778364,1.02019722860601,1798,"PML",64,58
"ERG",0.531736526946108,0.711283925655183,0.0511147954416412,0.231729832804406,0.96495857447881,108,"PML",82,58
"ESR1",0.0961791831357049,0.402373976410488,0.163180127180689,0.345633123064188,1.31458931272873,61,"PML",9,58
"ETS1",0.642857142857143,0.778991596638655,0.138022242496643,-0.182933774368297,-0.948778325586197,130,"PML",84,58
"EZH2",0.186602870813397,0.465641952983725,0.227987202850442,-0.235445705364987,-1.14121308575963,83,"PML",31,58
"EZH2",0.825035561877667,0.885194404931247,0.038875878582578,0.227641190118802,0.771456458151324,34,"PML",100,58
"FLI1",0.680962343096234,0.788080015043956,0.0334561741060507,0.19413527741575,0.939839381059736,516,"PML",86,58
"FOS",0.103484688489968,0.402373976410488,0.13880510939114,0.245056661496185,1.17652535728913,437,"PML",27,58
"FOSL2",0.593475533249686,0.736481685839972,0.0482149710025564,0.23462662644994,0.936693254901061,82,"PML",87,58
"FOXA1",0.679289940828402,0.788080015043956,0.0393561959521291,0.213380337887728,0.905052140795283,119,"PML",93,58
"FOXA2",0.655172413793103,0.784683239775461,0.0396787203613389,0.208659821479329,0.916815109257022,154,"PML",89,58
"FOXM1",4.62458269260893e-10,4.7633201733872e-08,0.814035837847908,0.578536128058542,2.30967344614076,82,"PML",1,58
"FOXP2",0.527315914489311,0.711283925655183,0.0511147954416412,0.229403409763226,0.976327311802592,123,"PML",78,58
"GABPA",0.393,0.648183935384768,0.0567672387487446,0.202995459272788,1.02175688784547,1553,"PML",63,58
"GATA1",0.4931650893796,0.706598179812466,0.0486034247259069,0.207925142248153,0.999906566803344,453,"PML",70,58
"GATA2",0.547268907563025,0.722675608705021,0.0438002031299891,0.20435518484251,0.982796323849879,448,"PML",75,58
"HDAC2",0.0390070921985816,0.223207249802995,0.248911114434702,0.320540455413673,1.35378819914253,116,"PML",4,58
"HNF4A",0.932721712538226,0.975477560414269,0.0139869590598254,0.169327177460504,0.828742237097398,622,"PML",96,58
"IRF1",0.456497175141243,0.691396481375861,0.0554793308704233,0.225340737070491,1.00443495839723,181,"PML",69,58
"IRF3",0.00321283014126093,0.04092462692962,0.431707695803346,0.278435769472726,1.33899032756917,453,"PML",5,58
"IRF8",0.289757412398922,0.596900269541779,0.0873098257637931,0.305954730683684,1.11970228869505,48,"PML",40,58
"KAT2A",0.00748578978826819,0.0700942134719657,0.407017918923954,-0.341344376274362,-1.56903440003512,67,"PML",2,58
"KLF4",0.124872057318321,0.442624854819977,0.122679189568808,0.232537048696459,1.13599634148236,596,"PML",33,58
"MAX",0.381,0.648183935384768,0.0582216241124161,0.203032738702777,1.02253216213667,1649,"PML",62,58
"MYC",0.309929789368104,0.602316383111599,0.0683110858318647,0.208429599473477,1.04141851751491,1219,"PML",54,58
"MYC",0.396462018730489,0.648183935384768,0.0582216241124161,0.212466659629858,1.02849270601909,477,"PML",60,58
"MYOD1",0.0985155195681511,0.402373976410488,0.163180127180689,0.356735796443482,1.32517435788613,52,"PML",7,58
"NANOG",0.00619617734802877,0.0638206266846964,0.407017918923954,0.297546975442896,1.38582972724382,292,"PML",3,58
"NELFE",0.577401129943503,0.731040702689985,0.0446854397644147,0.212112807330783,0.945472716458579,181,"PML",85,58
"NFE2L2",0.564668769716088,0.727011041009464,0.0424170054438747,0.202862941318583,0.975613918550787,452,"PML",79,58
"NFIC",0.305775764439411,0.602316383111599,0.0751181635276301,0.242328604644579,1.08532630572208,190,"PML",47,58
"NFYA",0.000141846630283507,0.00487006763973372,0.518848077743792,0.258299520030785,1.29940501526619,1538,"PML",11,58
"NFYB",1.38244512953892e-05,0.000711959241712545,0.593325476396405,0.254019711612891,1.28599511595792,2446,"PML",12,58
"NR2C2",0.937224669603524,0.975477560414269,0.0191546578437244,0.16732156870209,0.773640431115436,268,"PML",99,58
"NRF1",0.00327760985160743,0.04092462692962,0.431707695803346,0.245146889249546,1.22901849782249,1369,"PML",19,58
"PBX3",0.0106646545470004,0.0915382848617538,0.380730400722792,0.251329670853873,1.24040146864442,810,"PML",17,58
"PML",0.348697394789579,0.648183935384768,0.0625237414724762,0.206864891912515,1.03392003276133,1162,"PML",58,58
"POU5F1",0.499413833528722,0.706598179812466,0.0530212512043078,0.228345457370807,0.985076083198013,133,"PML",73,58
"PPARD",0.128919860627178,0.442624854819977,0.129442887745046,0.277159512297031,1.21009394701882,146,"PML",20,58
"PPARG",0.581993569131833,0.731040702689985,0.0419081748591401,0.204532210881753,0.965946750869326,350,"PML",81,58
"RAD21",0.708029197080292,0.801395684607363,0.0314209215415833,0.191133354622118,0.925248463138452,481,"PML",88,58
"RCOR1",0.317991631799163,0.606539593987293,0.069119845655101,0.21808820792885,1.05579928122661,516,"PML",50,58
"RELA",0.559139784946237,0.727011041009464,0.195789002148949,-0.173693142265164,-0.978331415656093,256,"PML",76,58
"REST",0.975186104218362,0.97639751552795,0.0238622865877092,0.162202188677472,0.652510935947494,86,"PML",103,58
"REST",0.189873417721519,0.465641952983725,0.09754492162472,0.23173089415456,1.1137866112932,440,"PML",41,58
"RFX5",0.0502136752136752,0.258600427350427,0.206587922696891,0.261697748732124,1.24187762328842,373,"PML",16,58
"RUNX1",0.000941854633170606,0.0242527568041431,0.477270815362862,0.266751875142079,1.31624087000144,808,"PML",8,58
"SALL4",0.144469525959368,0.450920035570148,0.119348440591015,0.266228378263262,1.19653540609683,196,"PML",22,58
"SIN3A",0.17255297679112,0.465641952983725,0.100633389423036,0.221567893342172,1.09641348461212,880,"PML",44,58
"SIX5",0.105476673427992,0.402373976410488,0.134273452883202,0.23027556815171,1.13316978043226,702,"PML",34,58
"SMAD4",0.159142212189616,0.463963963963964,0.112843355675562,0.26135878741035,1.17602027071324,198,"PML",28,58
"SMC3",0.198132780082988,0.474597124384831,0.0940503465727813,0.22681969267119,1.10260437587196,557,"PML",42,58
"SOX2",0.188436830835118,0.465641952983725,0.0988903007520636,0.237146250355826,1.12659377358432,377,"PML",38,58
"SP1",0.00357593827540369,0.04092462692962,0.431707695803346,0.276203090589299,1.33780175395942,503,"PML",6,58
"SP2",0.049746192893401,0.258600427350427,0.20207170902116,0.241016832154732,1.18501707984982,685,"PML",25,58
"SPI1",0.463168516649849,0.691396481375861,0.0495901956956338,0.204355046863446,1.01336438672161,943,"PML",68,58
"SPI1",0.0838383838383838,0.375450153711023,0.152144922367565,0.23162022260936,1.14403678091251,776,"PML",29,58
"SRF",0.155902004454343,0.463963963963964,0.11331290842208,0.259193856350729,1.1768743523235,217,"PML",26,58
"STAT3",0.667887667887668,0.788080015043956,0.0415717899246479,0.220005032268524,0.90600940895488,101,"PML",92,58
"STAT3",0.371488033298647,0.648183935384768,0.0613026075396207,0.214437087944501,1.03803100794785,477,"PML",57,58
"STAT5A",0.77841561423651,0.852944768791069,0.0314928902471297,0.194711575248557,0.855195539503815,157,"PML",94,58
"SUZ12",0.945454545454545,0.975477560414269,0.134273452883202,-0.151508086995015,-0.843423859045605,228,"PML",95,58
"TAF1",0.0166718744695258,0.132092543873935,0.352487857583619,0.225596108465071,1.14301996249424,2615,"PML",30,58
"TAF7",0.245988935182869,0.557916666666667,0.249246554383295,-0.175715568983943,-1.0236768412,441,"PML",61,58
"TCF3",0.50156087408949,0.706598179812466,0.0473534245254193,0.206655176531682,0.99868283092765,470,"PML",71,58
"TCF3",0.605906313645621,0.74295655125594,0.0376923295943841,0.197773326717607,0.968386264922297,624,"PML",80,58
"TCF7L2",0.240128068303095,0.557916666666667,0.0847985102819124,0.230510797876819,1.09698042093301,386,"PML",43,58
"TP53",0.140350877192982,0.450920035570148,0.12384217120105,0.274709870450155,1.19275880117205,140,"PML",23,58
"TP63",0.434237995824635,0.667559904028916,0.0541200569620232,0.20985022991778,1.01635931284824,521,"PML",67,58
"TRIM28",0.97639751552795,0.97639751552795,0.0238622865877092,0.164256267825207,0.658043634370695,85,"PML",102,58
"TRIM28",0.142857142857143,0.450920035570148,0.124434168630393,0.288325037155288,1.19848647661239,107,"PML",21,58
"UBTF",0.00139539549836885,0.0287451472663983,0.45505986738723,0.252381265572762,1.26089917393517,1222,"PML",13,58
"USF1",0.0836693548387097,0.375450153711023,0.152144922367565,0.227854070221051,1.13087887450329,993,"PML",35,58
"USF2",0.0324873096446701,0.196834876082413,0.252961123069611,0.241908618420064,1.19236113360252,765,"PML",24,58
"VDR",0.423398328690808,0.660757997805351,0.069119845655101,0.286313588188881,1.01825624025141,43,"PML",65,58
"YY1",0.028971028971029,0.187760416666667,0.266350657088526,0.223739806394117,1.13034614109599,2111,"PML",36,58
"YY1",0.286028602860286,0.596900269541779,0.0770736734944102,0.234994115426163,1.08575660570781,262,"PML",46,58
"ZBTB33",0.753926701570681,0.834994088836345,0.0285038599247822,0.188205795100088,0.911171712533672,518,"PML",90,58
"ZBTB7A",0.26,0.557916666666667,0.0770736734944102,0.209739240257179,1.05231821401017,1414,"PML",51,58
"ZC3H11A",0.50765306122449,0.706598179812466,0.0561766586307176,0.249681278955017,0.984094725793792,77,"PML",74,58
"ZEB1",0.796791443850267,0.863889670700816,0.0376142599562161,0.214938328966887,0.806877260450755,55,"PML",97,58
"ZKSCAN1",0.49746192893401,0.706598179812466,0.13880510939114,-0.203451022943494,-0.987696723274814,85,"PML",72,58
