"pathway","pval","padj","log2err","ES","NES","size","query_gene","rank_by_NES","self_enrichment_rank"
"SP1",0.296442687747036,0.614806201550388,0.160801401070022,-0.185421405257459,-1.04289936873561,503,"ETS1",49,18
"SP2",0.930434782608696,1,0.0875697115548511,-0.155076896720442,-0.897146271523189,685,"ETS1",77,18
"SPI1",0.00293967894005048,0.0504644884708667,0.431707695803346,0.241028786756948,1.31719314045848,776,"ETS1",8,18
"SPI1",0.13875,0.4466015625,0.129442887745046,0.200348892572109,1.10590960250486,943,"ETS1",33,18
"SRF",0.105185185185185,0.437397260273973,0.165656695205483,0.248563656864786,1.20516844757369,217,"ETS1",17,18
"STAT3",0.491114701130856,0.815884100265777,0.069119845655101,0.22449068776582,0.980601552263817,101,"ETS1",63,18
"STAT3",0.251358695652174,0.588407855731225,0.0959206777921745,0.204699326119418,1.07586145559401,477,"ETS1",43,18
"STAT5A",0.0686813186813187,0.393009768009768,0.287857117255149,-0.249643450703583,-1.2307468245386,157,"ETS1",16,18
"SUZ12",0.932650073206442,1,0.0344919215094074,0.163952076718659,0.799294847895769,228,"ETS1",95,18
"TAF1",2.77350549116869e-07,2.85671065590375e-05,0.674962860011025,0.236144533597045,1.35832721377149,2615,"ETS1",6,18
"TAF7",0.222982216142271,0.560174835674485,0.103576326612592,0.207043301102617,1.08185327073119,441,"ETS1",42,18
"TCF3",0.00873685716914237,0.128556612631666,0.380730400722792,0.238176725804695,1.27913549112497,624,"ETS1",11,18
"TCF3",0.607336956521739,0.893652950310559,0.0508054139066364,0.1822022185306,0.957249591650167,470,"ETS1",66,18
"TCF7L2",0.0013180628577515,0.0271520948696809,0.45505986738723,0.270799030088454,1.39497730902167,386,"ETS1",5,18
"TP53",0.473118279569892,0.798871849109819,0.0988903007520636,-0.201463681441361,-0.982046232225383,140,"ETS1",62,18
"TP63",0.433734939759036,0.795923334347429,0.065981614400873,0.19027336784616,1.00680166371938,521,"ETS1",57,18
"TRIM28",0.555194805194805,0.866440377804014,0.0633597010643758,0.222726316614788,0.947019632810662,85,"ETS1",70,18
"TRIM28",0.573369565217391,0.87574806597577,0.0883594442500905,-0.203175774082261,-0.944208946089371,107,"ETS1",71,18
"UBTF",0.067065868263473,0.393009768009768,0.188204146308491,0.204264015721546,1.14028897744528,1222,"ETS1",28,18
"USF1",0.998774509803922,1,0.0217960026831818,0.143716940984694,0.796987752642191,993,"ETS1",96,18
"USF2",1,1,0.0902635484340068,-0.144170224310654,-0.839248729285646,765,"ETS1",92,18
"VDR",0.106164383561644,0.437397260273973,0.178219874951973,0.349960757689466,1.30634765108606,43,"ETS1",9,18
"YY1",0.047085201793722,0.373059675750259,0.219250346703755,0.197401647637844,1.12808249050001,2111,"ETS1",30,18
"YY1",0.134670487106017,0.4466015625,0.142056643575821,0.234880155149937,1.16477235595886,262,"ETS1",23,18
"ZBTB33",0.763368983957219,1,0.0395979123961192,0.17296406668018,0.914975821237189,518,"ETS1",75,18
"ZBTB7A",0.128537735849057,0.4466015625,0.130777137971974,0.19431431967388,1.09260403966082,1414,"ETS1",36,18
"ZC3H11A",0.0934891485809683,0.437397260273973,0.188204146308491,0.307799513361155,1.28024417717459,77,"ETS1",10,18
"ZEB1",0.842105263157895,1,0.0642140881844605,-0.191428307906186,-0.783411867574497,55,"ETS1",97,18
"ZKSCAN1",0.941558441558442,1,0.038875878582578,0.168883152770044,0.718081561959324,85,"ETS1",102,18
"ZMIZ1",0.298449612403101,0.614806201550388,0.0833634065110386,0.193516189773296,1.04775728759285,700,"ETS1",45,18
"ZNF384",0.855807743658211,1,0.0341946045318573,0.165783613280717,0.886673494512656,588,"ETS1",82,18
"AR",0.267696267696268,0.452371840431542,0.0891647117820678,-0.209204333652012,-1.06296654368666,431,"EZH2",61,90
"ATF2",0.00479122339197766,0.0331131403207905,0.407017918923954,-0.216878927792767,-1.19617530054456,2025,"EZH2",36,90
"ATF3",0.00693899576044251,0.0446697852078487,0.407017918923954,-0.384415037678494,-1.60181013517867,85,"EZH2",3,90
"BCL3",0.0420623364299054,0.127424136831772,0.321775918075361,-0.295422840149068,-1.34636564571819,160,"EZH2",16,90
"BCLAF1",9.96953594095521e-06,0.00102686220191839,0.593325476396405,-0.297093702342546,-1.54923577918155,605,"EZH2",5,90
"BHLHE40",8.71581659956734e-05,0.00206846218895287,0.538434096309916,-0.33778091986989,-1.64330940367266,268,"EZH2",2,90
"BRCA1",0.00391173095098304,0.0309929452270195,0.407017918923954,-0.216801411032697,-1.19709937274973,2347,"EZH2",35,90
"CBX3",0.00981641382954897,0.0594759190849143,0.380730400722792,-0.415794190485136,-1.59662976051995,53,"EZH2",4,90
"CEBPB",0.0153443201885631,0.0698079956498302,0.380730400722792,0.294496864906788,1.39138552451922,113,"EZH2",12,90
"CEBPD",0.0140774601846481,0.0690465904294647,0.380730400722792,-0.247296791697446,-1.27748586485565,541,"EZH2",23,90
"CHD1",0.270911360799001,0.452371840431542,0.086794975677172,-0.206924621446279,-1.06412506478374,526,"EZH2",60,90
"CREB1",0.00086427625202159,0.0127172077083177,0.477270815362862,-0.231731246412329,-1.26784080472668,1625,"EZH2",25,90
"CREB1",0.319399785637728,0.491017580905761,0.070113215764256,-0.192552307472883,-1.04257664627704,1124,"EZH2",65,90
"CTCF",0.509433962264151,0.647798742138365,0.191892240384838,0.164920237998355,0.996057190559681,939,"EZH2",79,90
"E2F1",0.0667447306791569,0.157225237449118,0.186432558434075,-0.22494482774477,-1.18042294791776,673,"EZH2",40,90
"E2F4",6.84163929690135e-05,0.00206846218895287,0.538434096309916,-0.283015416111351,-1.4788485321398,613,"EZH2",8,90
"E2F6",0.299382716049383,0.481819058641975,0.0713052987340038,-0.187877313357749,-1.03620753781785,2119,"EZH2",67,90
"EGR1",0.760504201680672,0.833318433756481,0.0419081748591401,-0.189399895144723,-0.880906400443499,181,"EZH2",94,90
"EGR1",0.422976501305483,0.590292397660819,0.065981614400873,-0.201613004784304,-1.01244377536607,368,"EZH2",75,90
"ELF1",0.00362675481853419,0.0309929452270195,0.431707695803346,-0.224001504675304,-1.23003754261379,1798,"EZH2",29,90
"ERG",0.490936555891239,0.647798742138365,0.0658311958368866,-0.227419223177931,-0.980349478215869,108,"EZH2",81,90
"ESR1",0.265356265356265,0.452371840431542,0.131457611642763,0.262362986821083,1.11512878598276,61,"EZH2",52,90
"ETS1",0.0458579881656805,0.13120479947403,0.257206466468838,-0.30108725068172,-1.33750023463872,130,"EZH2",17,90
"EZH2",0.0365427959656566,0.117622124514457,0.321775918075361,0.397773733300999,1.47458387102119,34,"EZH2",10,90
"EZH2",0.599690880989181,0.714734753133283,0.0573667426768556,-0.221468436983304,-0.916561807233447,83,"EZH2",90,90
"FLI1",0.0127148052388683,0.0687274036146798,0.380730400722792,-0.247812084021827,-1.27539188535399,516,"EZH2",24,90
"FOS",0.973451327433628,0.992771084337349,0.0860347242455604,0.154246597803936,0.870198787321834,437,"EZH2",95,90
"FOSL2",0.0179921410313682,0.0762411324126069,0.352487857583619,0.326894179792384,1.47647995809653,82,"EZH2",9,90
"FOXA1",0.5625,0.692041748206132,0.0946646223153342,0.200295247778946,0.948373377637698,119,"EZH2",85,90
"FOXA2",0.433285509325681,0.590292397660819,0.0694481442003175,-0.222008150523036,-1.00885767468612,154,"EZH2",77,90
"FOXM1",0.5015625,0.647798742138365,0.066436413766281,-0.236095580217467,-0.973165203896513,82,"EZH2",82,90
"FOXP2",0.215892053973014,0.404306937440371,0.11146266692298,-0.260053137445838,-1.13847250265538,123,"EZH2",50,90
"GABPA",0.0500521376433785,0.139334329115351,0.204294756516886,-0.209756489356033,-1.14713570604872,1553,"EZH2",46,90
"GATA1",0.435555555555556,0.590292397660819,0.13880510939114,0.178463044360381,1.01174602455119,453,"EZH2",76,90
"GATA2",0.0567827884994344,0.148875802997859,0.321775918075361,0.206484123922907,1.16787178092798,448,"EZH2",42,90
"HDAC2",0.700854700854701,0.793275100967409,0.0799858801499946,0.188877863989054,0.8989422798479,116,"EZH2",93,90
"HNF4A",0.344746162927981,0.514621083791044,0.0711327399327894,-0.198947027371574,-1.04020384425055,622,"EZH2",66,90
"IRF1",0.857142857142857,0.919642857142857,0.0363783055518278,-0.179304826129742,-0.833953835335578,181,"EZH2",97,90
"IRF3",0.725868725868726,0.803919126499772,0.0401660980049421,-0.180957263188959,-0.921066556470423,453,"EZH2",89,90
"IRF8",0.0252244458202446,0.0874066530889342,0.352487857583619,-0.398639567990163,-1.48779497417521,48,"EZH2",7,90
"KAT2A",0.00255927184108076,0.0263604999631319,0.431707695803346,0.39326816170244,1.69535929754968,67,"EZH2",1,90
"KLF4",0.0452410137840344,0.13120479947403,0.321775918075361,0.197028055537203,1.13940912103754,596,"EZH2",49,90
"MAX",0.126041666666667,0.263764404609475,0.123257226381337,-0.199981784421594,-1.09468250161876,1649,"EZH2",55,90
"MYC",0.524092398341123,0.658311183282143,0.143902565267782,0.166382254456678,1.01484896274029,1219,"EZH2",72,90
"MYC",0.0189705380472001,0.0762411324126069,0.352487857583619,0.20920138192818,1.18689210989742,477,"EZH2",38,90
"MYOD1",0.205263157894737,0.404306937440371,0.157402899305283,0.293583817694142,1.18373896881487,52,"EZH2",39,90
"NANOG",0.0595607770336464,0.149628293523551,0.321775918075361,0.223493436040456,1.19942596161113,292,"EZH2",34,90
"NELFE",0.399159663865546,0.578875968992248,0.0723570851036907,-0.219564777274499,-1.02120445982964,181,"EZH2",70,90
"NFE2L2",0.128040973111396,0.263764404609475,0.137250779610133,-0.224188171516548,-1.14201484146898,452,"EZH2",48,90
"NFIC",0.0250227874349265,0.0874066530889342,0.352487857583619,-0.29486055435187,-1.38227328891564,190,"EZH2",13,90
"NFYA",0.227795193312435,0.41162991072247,0.0865399737444125,-0.193797710704927,-1.05942777699065,1538,"EZH2",62,90
"NFYB",0.0254582484725051,0.0874066530889342,0.287857117255149,-0.207825411513554,-1.14845299876993,2446,"EZH2",45,90
"NR2C2",0.270491803278689,0.452371840431542,0.0919686140000427,-0.221257177229415,-1.07641959205754,268,"EZH2",57,90
"NRF1",0.491080797481637,0.647798742138365,0.048701086452153,-0.182637304377498,-0.996581826181166,1369,"EZH2",78,90
"PBX3",0.276693455797933,0.452371840431542,0.0810802057550866,-0.199991856996861,-1.05864590878347,810,"EZH2",63,90
"PML",0.0578158458244111,0.148875802997859,0.191892240384838,-0.2137893789845,-1.15868145849599,1162,"EZH2",43,90
"POU5F1",0.996904024767802,0.996904024767802,0.0662842187012672,0.14903720787424,0.722775504731541,133,"EZH2",101,90
"PPARD",0.653333333333333,0.76469696969697,0.0925528864684773,0.188378439630229,0.916185949629449,146,"EZH2",91,90
"PPARG",0.42456608811749,0.590292397660819,0.0668966276500666,-0.202886454242489,-1.01246020536121,350,"EZH2",74,90
"RAD21",0.506976744186047,0.647798742138365,0.130777137971974,0.173412151102131,0.99072962240025,481,"EZH2",80,90
"RCOR1",0.209183673469388,0.404306937440371,0.222056046145248,0.185619788594565,1.06540656939909,516,"EZH2",59,90
"RELA",0.844993141289438,0.916150458450653,0.0360729976388226,-0.177652433181513,-0.859402423100541,256,"EZH2",96,90
"REST",0.691860465116279,0.793275100967409,0.0817515582532145,0.200280738758147,0.901765895210692,86,"EZH2",92,90
"REST",0.7117903930131,0.796895766090754,0.103576326612592,0.166943612984357,0.944732131340433,440,"EZH2",86,90
"RFX5",0.0241108597971638,0.0874066530889342,0.352487857583619,0.219299505170463,1.21056944260328,373,"EZH2",32,90
"RUNX1",0.338235294117647,0.512326989619377,0.208955027549354,0.170910033247689,1.02346553757385,808,"EZH2",69,90
"SALL4",0.213986013986014,0.404306937440371,0.107554375265169,-0.237872405880051,-1.12023737581011,196,"EZH2",51,90
"SIN3A",0.0630630630630631,0.154654654654655,0.188204146308491,-0.219102749344898,-1.16799651429743,880,"EZH2",41,90
"SIX5",0.404651162790698,0.578875968992248,0.0625237414724762,-0.193775033763693,-1.01817564119685,702,"EZH2",71,90
"SMAD4",0.402777777777778,0.578875968992248,0.126253987849115,0.198363218056677,1.01463286980076,198,"EZH2",73,90
"SMC3",0.0133451269154718,0.0687274036146798,0.380730400722792,0.210592844750506,1.21402410816004,557,"EZH2",31,90
"SOX2",0.0192453343954153,0.0762411324126069,0.352487857583619,0.219061599896636,1.20876738960387,377,"EZH2",33,90
"SP1",0.593788819875776,0.714734753133283,0.0477342401407188,-0.186766761947256,-0.960815696424457,503,"EZH2",84,90
"SP2",0.603707995365006,0.714734753133283,0.0438002031299891,-0.183218505016269,-0.963387331082158,685,"EZH2",83,90
"SPI1",0.00482230198846463,0.0331131403207905,0.407017918923954,-0.238642283912576,-1.27852952369196,943,"EZH2",22,90
"SPI1",0.275462962962963,0.452371840431542,0.0817515582532145,-0.2003173538816,-1.05807202269661,776,"EZH2",64,90
"SRF",0.0841379310344828,0.192582375478927,0.179782316298324,-0.257799560347798,-1.22866734564664,217,"EZH2",30,90
"STAT3",0.0118468439007207,0.0677902734319016,0.380730400722792,-0.348527436704215,-1.49552955115187,101,"EZH2",6,90
"STAT3",0.695979899497487,0.793275100967409,0.0409883873374721,-0.181773554777907,-0.931128212190158,477,"EZH2",88,90
"STAT5A",0.04,0.124848484848485,0.271288554688953,-0.291417172097068,-1.32558131623728,157,"EZH2",18,90
"SUZ12",0.00173933813860989,0.0199057586974243,0.45505986738723,0.277137643001831,1.44582239953159,228,"EZH2",11,90
"TAF1",0.000100410785871498,0.00206846218895287,0.538434096309916,-0.228064049992342,-1.26103550716819,2615,"EZH2",26,90
"TAF7",0.035796657824818,0.117622124514457,0.321775918075361,-0.244689405333995,-1.24439557475187,441,"EZH2",28,90
"TCF3",0.162037037037037,0.327251270878722,0.241339976815091,0.190254224158317,1.08229655004573,470,"EZH2",56,90
"TCF3",0.0961995249406176,0.215403284106165,0.154190966581424,-0.221024430318404,-1.15470338420302,624,"EZH2",44,90
"TCF7L2",0.0155881932033601,0.0698079956498302,0.380730400722792,-0.261371062493295,-1.31506278901519,386,"EZH2",19,90
"TP53",0.98019801980198,0.992771084337349,0.0702812841717392,0.153248909768726,0.742750129184441,140,"EZH2",100,90
"TP63",0.316831683168317,0.491017580905761,0.175204047558551,0.178710860556559,1.02876284182489,521,"EZH2",68,90
"TRIM28",0.305084745762712,0.483441981747066,0.0919686140000427,-0.262936324835571,-1.09562329447814,85,"EZH2",54,90
"TRIM28",0.870870870870871,0.924739172161853,0.038875878582578,-0.184488121224327,-0.796409650425825,107,"EZH2",99,90
"UBTF",0.0037586112342772,0.0309929452270195,0.431707695803346,-0.230264437300301,-1.25135221223269,1222,"EZH2",27,90
"USF1",0.00146163052131729,0.0188184929619601,0.45505986738723,-0.242408264505638,-1.30196141619722,993,"EZH2",20,90
"USF2",0.000472514620339695,0.0081115009824981,0.49849310876659,-0.256875565753374,-1.35507699806048,765,"EZH2",15,90
"VDR",0.983132530120482,0.992771084337349,0.0550211117163117,0.16346766448132,0.649882812733194,43,"EZH2",103,90
"YY1",6.81011533725464e-05,0.00206846218895287,0.538434096309916,-0.234407361982883,-1.29240763095185,2111,"EZH2",21,90
"YY1",0.904827586206897,0.950992258972554,0.0330894161454377,-0.170452251468875,-0.825463559534098,262,"EZH2",98,90
"ZBTB33",0.0671641791044776,0.157225237449118,0.191892240384838,-0.230700532690336,-1.18706593165096,518,"EZH2",37,90
"ZBTB7A",0.118018967334036,0.253249034070952,0.128788713061714,-0.202022768182429,-1.10138906848867,1414,"EZH2",53,90
"ZC3H11A",0.564383561643836,0.692041748206132,0.0897104652742981,0.213570146950467,0.944619636823655,77,"EZH2",87,90
"ZEB1",0.969155844155844,0.992771084337349,0.037536290520292,-0.171336638025646,-0.663758684899316,55,"EZH2",102,90
"ZKSCAN1",0.0570107858243451,0.148875802997859,0.234392647294686,-0.326399401779641,-1.36006612291831,85,"EZH2",14,90
"ZMIZ1",0.224797219003476,0.41162991072247,0.0931454575337804,-0.204384188245142,-1.07443106500887,700,"EZH2",58,90
"ZNF384",0.113389626055489,0.248492159227986,0.142056643575821,-0.2204579426581,-1.14409040102105,588,"EZH2",47,90
"AR",0.718527315914489,0.922803141875307,0.0369160593316849,-0.184126073789332,-0.91358413740485,431,"FLI1",82,57
"ATF2",0.377281947261663,0.922803141875307,0.0593487680335629,-0.19328353237926,-1.0247818498246,2025,"FLI1",41,57
"ATF3",0.572280178837556,0.922803141875307,0.0578529757032509,-0.22694887342212,-0.93360540580849,85,"FLI1",73,57
"BCL3",0.388811188811189,0.922803141875307,0.0736212741014394,-0.23139795210969,-1.03135712002321,160,"FLI1",39,57
"BCLAF1",0.648401826484018,0.922803141875307,0.0398406946073899,-0.187753470698329,-0.949405650091716,605,"FLI1",67,57
"BHLHE40",0.190909090909091,0.786545454545455,0.219250346703755,0.205045293286455,1.08815001441444,268,"FLI1",26,57
"BRCA1",0.751012145748988,0.922803141875307,0.0269562963008323,-0.178461592046576,-0.948912846707479,2347,"FLI1",68,57
"CBX3",0.0158581526580719,0.195568251937127,0.352487857583619,0.364171983073035,1.48867665536968,53,"FLI1",2,57
"CEBPB",0.0131876869773898,0.195568251937127,0.380730400722792,-0.343436100408137,-1.46063899596462,113,"FLI1",3,57
"CEBPD",0.189376443418014,0.786545454545455,0.103197466945307,-0.222267225730316,-1.12000706908004,541,"FLI1",21,57
"CHD1",0.666280417149479,0.922803141875307,0.0392758570896778,-0.185745017909546,-0.935189628456252,526,"FLI1",72,57
"CREB1",0.165808444902163,0.776284992041944,0.104343952581949,-0.204525694472856,-1.07904613895034,1625,"FLI1",31,57
"CREB1",0.864016736401674,0.959627329192546,0.0210003441275487,-0.172410618872899,-0.89940288487806,1124,"FLI1",87,57
"CTCF",0.522896698615548,0.922803141875307,0.0465084048719156,-0.190370771797683,-0.98856242008603,939,"FLI1",53,57
"E2F1",0.579775280898876,0.922803141875307,0.0442407423477375,-0.190589932681376,-0.968402366471212,673,"FLI1",60,57
"E2F4",0.0658989718078609,0.452506273080645,0.287805130535564,0.192543817034535,1.11087974228337,613,"FLI1",22,57
"E2F6",0.808748728382503,0.959627329192546,0.0232248320654428,-0.17509804202856,-0.927996216291281,2119,"FLI1",76,57
"EGR1",0.54251012145749,0.922803141875307,0.0557104226766671,-0.213070137158047,-0.965556553805311,181,"FLI1",61,57
"EGR1",0.0449574726609964,0.374190491233612,0.234392647294686,-0.254837304044345,-1.24532998991311,368,"FLI1",13,57
"ELF1",0.000632764220181487,0.0325873573393466,0.477270815362862,-0.238210311841067,-1.25880805933356,1798,"FLI1",11,57
"ERG",0.748502994011976,0.922803141875307,0.0791316651768349,0.187328044021361,0.87741244121582,108,"FLI1",91,57
"ESR1",0.841704718417047,0.959627329192546,0.0410713282497468,-0.202744376974433,-0.787524000766,61,"FLI1",98,57
"ETS1",0.282828282828283,0.919023569023569,0.0925528864684773,-0.251653329179129,-1.09242630798752,130,"FLI1",25,57
"EZH2",0.435555555555556,0.922803141875307,0.0707899094502623,-0.246239058094109,-1.01095505455455,83,"FLI1",46,57
"EZH2",0.500805152979066,0.922803141875307,0.0679922591544058,-0.282295495875191,-0.974329669819569,34,"FLI1",56,57
"FLI1",0.554259043173862,0.922803141875307,0.0480220415968251,-0.193828725785243,-0.973070491957425,516,"FLI1",57,57
"FOS",0.380952380952381,0.922803141875307,0.0665892104103933,-0.207615503100445,-1.03217016088222,437,"FLI1",38,57
"FOSL2",0.0170312129912484,0.195568251937127,0.352487857583619,-0.365905913466071,-1.4938986474374,82,"FLI1",1,57
"FOXA1",0.471111111111111,0.922803141875307,0.0668966276500666,-0.231839201307591,-0.994226906708678,119,"FLI1",52,57
"FOXA2",0.676348547717842,0.922803141875307,0.0466948041282054,-0.203540813382188,-0.908211211321806,154,"FLI1",83,57
"FOXM1",0.321212121212121,0.919023569023569,0.132846300606183,0.23798767026065,1.05858810902234,82,"FLI1",35,57
"FOXP2",0.638709677419355,0.922803141875307,0.0919686140000427,0.197619526318277,0.941898389899539,123,"FLI1",70,57
"GABPA",0.456320657759507,0.922803141875307,0.0511147954416412,-0.191197491993304,-1.00869027172962,1553,"FLI1",47,57
"GATA1",0.690223792697291,0.922803141875307,0.0383995813369433,-0.185398759038804,-0.92594940104419,453,"FLI1",77,57
"GATA2",0.612485276796231,0.922803141875307,0.0438879842863647,-0.191176823382133,-0.953457698094349,448,"FLI1",66,57
"HDAC2",0.997041420118343,0.997041420118343,0.0317812506835949,-0.148992878783384,-0.636606877689413,116,"FLI1",103,57
"HNF4A",0.710227272727273,0.922803141875307,0.0353910624222457,-0.183518307714516,-0.930425148320106,622,"FLI1",74,57
"IRF1",0.313090418353576,0.919023569023569,0.083129129135339,-0.237166404664394,-1.07475209534542,181,"FLI1",32,57
"IRF3",0.409893992932862,0.922803141875307,0.0625237414724762,-0.204975723513429,-1.02372394184221,453,"FLI1",42,57
"IRF8",0.899728997289973,0.959627329192546,0.0647943366000727,0.178510941950807,0.723754849538649,48,"FLI1",101,57
"KAT2A",0.115326251896813,0.593930197268589,0.159646701919906,-0.323044261828917,-1.28073373414257,67,"FLI1",10,57
"KLF4",0.874715261958998,0.959627329192546,0.0251307059474849,-0.171636034527176,-0.868061592431218,596,"FLI1",93,57
"MAX",0.0472279260780287,0.374190491233612,0.208955027549354,-0.215874483444244,-1.14011960627756,1649,"FLI1",18,57
"MYC",0.0170884880333412,0.195568251937127,0.352487857583619,-0.230977230661347,-1.2083706577141,1219,"FLI1",14,57
"MYC",0.00054187758829282,0.0325873573393466,0.477270815362862,-0.290467478330923,-1.45269153532584,477,"FLI1",4,57
"MYOD1",0.0917431192660551,0.524974515800204,0.181383128498408,-0.351983626305083,-1.3316852388656,52,"FLI1",9,57
"NANOG",0.944444444444444,0.971628407460545,0.0265350909115755,-0.164459839182009,-0.786608332051823,292,"FLI1",99,57
"NELFE",0.302294197031039,0.919023569023569,0.0850427463764322,-0.23856113541196,-1.08107250904613,181,"FLI1",30,57
"NFE2L2",0.4075382803298,0.922803141875307,0.0628003977812234,-0.205051061406873,-1.02347626049043,452,"FLI1",43,57
"NFIC",0.662618083670715,0.922803141875307,0.0465084048719156,-0.201468550599471,-0.917250523791949,190,"FLI1",80,57
"NFYA",0.907312049433574,0.959627329192546,0.016838053046391,-0.168347694158228,-0.887563541692238,1538,"FLI1",88,57
"NFYB",0.870182555780933,0.959627329192546,0.018625883535806,-0.172734441586733,-0.918227174891148,2446,"FLI1",79,57
"NR2C2",0.671355498721228,0.922803141875307,0.0434506826723125,-0.192981835139778,-0.914539321891889,268,"FLI1",81,57
"NRF1",0.501035196687371,0.922803141875307,0.0471642455670861,-0.190149916793549,-0.998030175520149,1369,"FLI1",51,57
"PBX3",0.774784482758621,0.938856490872211,0.0285743975105342,-0.178291134695573,-0.919389695156222,810,"FLI1",78,57
"PML",0.251041666666667,0.919023569023569,0.0810802057550866,-0.202828053681761,-1.06057248465846,1162,"FLI1",34,57
"POU5F1",0.307692307692308,0.919023569023569,0.143758989039275,0.216508974222535,1.05007731465134,133,"FLI1",36,57
"PPARD",0.911111111111111,0.959627329192546,0.0330894161454377,-0.175839364843955,-0.778770980768504,146,"FLI1",100,57
"PPARG",0.719211822660099,0.922803141875307,0.110564716336619,0.169108709194592,0.93760933049624,350,"FLI1",71,57
"RAD21",0.587134502923977,0.922803141875307,0.0454967810085007,-0.191348653666454,-0.959842704443724,481,"FLI1",64,57
"RCOR1",0.278879813302217,0.919023569023569,0.0815265143256594,-0.213292872494924,-1.070785558378,516,"FLI1",33,57
"RELA",0.0139900242964975,0.195568251937127,0.380730400722792,-0.283628878846806,-1.33954636840977,256,"FLI1",5,57
"REST",0.959701492537313,0.971628407460545,0.0340463727579649,-0.173681421219855,-0.71491916190657,86,"FLI1",102,57
"REST",0.20310633213859,0.80461354654903,0.100990587455923,-0.222711790855402,-1.10715405711,440,"FLI1",23,57
"RFX5",0.531135531135531,0.922803141875307,0.0520570030732099,-0.200702581496058,-0.980403409345057,373,"FLI1",55,57
"RUNX1",0.52972972972973,0.922803141875307,0.0466015072985992,-0.190495462511411,-0.981685472686622,808,"FLI1",54,57
"SALL4",0.389105058365759,0.922803141875307,0.137250779610133,0.197722380923829,1.01588624806146,196,"FLI1",44,57
"SIN3A",0.46524064171123,0.922803141875307,0.0520570030732099,-0.194423581608376,-1.00613293368873,880,"FLI1",48,57
"SIX5",0.0883668903803132,0.524974515800204,0.156312403073186,-0.228062371661162,-1.16130638638037,702,"FLI1",16,57
"SMAD4",0.822834645669291,0.959627329192546,0.0888945288620449,0.172922979743953,0.88590168512407,198,"FLI1",89,57
"SMC3",0.632064590542099,0.922803141875307,0.041488040200221,-0.187555587615468,-0.944833958724373,557,"FLI1",69,57
"SOX2",0.405140758873929,0.922803141875307,0.0649407684612899,-0.209820079440297,-1.02506786040822,377,"FLI1",40,57
"SP1",0.454016298020955,0.922803141875307,0.0571258510018113,-0.199839669630581,-1.00351067802804,503,"FLI1",50,57
"SP2",0.214525139664804,0.818373680943513,0.0937465422491719,-0.215242393133901,-1.09463119294459,685,"FLI1",24,57
"SPI1",0.0018947882078475,0.0650543951360974,0.45505986738723,-0.259757688037441,-1.33420312657268,776,"FLI1",7,57
"SPI1",0.0286016949152542,0.294597457627119,0.276500599254472,-0.228464906330565,-1.18767923231864,943,"FLI1",15,57
"SRF",0.0596816976127321,0.439086775293672,0.211400189384923,-0.271431041524466,-1.25620707683794,217,"FLI1",12,57
"STAT3",0.00708287064620865,0.182383919139873,0.407017918923954,-0.266712822421585,-1.33388929363475,477,"FLI1",8,57
"STAT3",0.396731054977712,0.922803141875307,0.0756946307932749,-0.247328198867115,-1.04179148719399,101,"FLI1",37,57
"STAT5A",0.626928471248247,0.922803141875307,0.0508054139066364,-0.20849908038665,-0.928172945235159,157,"FLI1",75,57
"SUZ12",0.91304347826087,0.959627329192546,0.0304180507344859,-0.17294032249548,-0.803399864311409,228,"FLI1",96,57
"TAF1",0.0412890231621349,0.374190491233612,0.222056046145248,-0.21095520102222,-1.12310515406398,2615,"FLI1",19,57
"TAF7",0.183770883054893,0.786545454545455,0.107140237276725,-0.225402850923063,-1.12048387135498,441,"FLI1",20,57
"TCF3",0.887417218543046,0.959627329192546,0.116234148779716,0.161022778060485,0.903379704561409,470,"FLI1",86,57
"TCF3",0.107344632768362,0.581920903954802,0.141225119642531,-0.228404504623632,-1.15855544385709,624,"FLI1",17,57
"TCF7L2",0.962195121951219,0.971628407460545,0.0236501012290726,-0.163436217114738,-0.800933675376121,386,"FLI1",97,57
"TP53",0.830056179775281,0.959627329192546,0.0380056241581377,-0.19065038410152,-0.838293919071269,140,"FLI1",95,57
"TP63",0.752037252619325,0.922803141875307,0.0338245444462164,-0.180292647714141,-0.906226286539794,521,"FLI1",85,57
"TRIM28",0.309985096870343,0.919023569023569,0.0891647117820678,-0.263243494769963,-1.08291152123958,85,"FLI1",28,57
"TRIM28",0.528358208955224,0.922803141875307,0.0617054053637522,-0.228410478627392,-0.964879278791171,107,"FLI1",62,57
"UBTF",0.852083333333333,0.959627329192546,0.0215798086475871,-0.173251857827272,-0.90643115547633,1222,"FLI1",84,57
"USF1",0.42781875658588,0.922803141875307,0.0552495663125249,-0.195123688109094,-1.01586068672578,993,"FLI1",45,57
"USF2",0.567538126361656,0.922803141875307,0.0438002031299891,-0.189446425548092,-0.972371054482686,765,"FLI1",58,57
"VDR",0.455555555555556,0.922803141875307,0.072003313661988,-0.278027844006737,-1.00452030281383,43,"FLI1",49,57
"YY1",0.127161749745677,0.623698105895461,0.120985142145252,-0.205181738837469,-1.08773705634384,2111,"FLI1",27,57
"YY1",0.752577319587629,0.922803141875307,0.0385579101998489,-0.187157056182793,-0.883727414691415,262,"FLI1",90,57
"ZBTB33",0.568102444703143,0.922803141875307,0.046788296531803,-0.192898539099896,-0.96910164167862,518,"FLI1",59,57
